id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4uziEsK1yiqdauKVDPsmVG,Rojo,75,150853,0,['J Balvin'],['1vyhD5VmyZ7KMfW5gqLgo5'],2020-02-27,0.652,0.595,11,-4.04,1,0.113,0.15,0.000115,0.0842,0.444,172.27,4
4O8ycSieySbvdmUZWhB3ld,Porque el Vive,20,258591,0,['Marino'],['0eg6fOrIH9Tx9m3kNxOiaA'],1990-06-15,0.686,0.556,9,-7.697,1,0.0283,0.0875,0.0,0.219,0.501,98.185,4
4QJCgtuszd6T7h473WdeQB,The More I See You,12,141067,0,['Andy Williams'],['4sj6D0zlMOl25nprDJBiU9'],1963,0.426,0.239,4,-14.356,1,0.0294,0.415,0.00583,0.172,0.292,110.824,4
1r8oPEXqnhUVgkUkJNqEuF,Love Will Tear Us Apart - 2010 Remaster,61,204621,0,['Joy Division'],['432R46LaYsJZV2Gmc4jUV5'],2010,0.525,0.902,2,-8.662,1,0.0368,0.000989,0.691,0.137,0.907,146.83,4
0qux2oJQ3lEWfGpKlGy47N,"Kwengface x Fumez The Engineer, Pt. 1 - Plugged In",68,138750,1,"['Fumez The Engineer', 'Kwengface']","['0ksX396B3t2Gt8kwr0BJZk', '5O1YiYFy3CEWD2lkOmoerV']",2021-02-27,0.758,0.572,1,-10.354,1,0.191,0.016,0.0,0.315,0.365,143.941,4
0thMY62ynu6xuiiyOuDHrI,The Inventor's Daughter (Remastered 2020),9,151380,0,['The Cog is Dead'],['5aLQtm6eoBgUhsbHvgAJPF'],2020-09-25,0.649,0.879,9,-5.61,1,0.0509,0.339,3e-05,0.187,0.888,122.075,4
0MiMLHIQ6aYXxagGZZEqC8,053 - und die Automafia - Teil 05,36,76920,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1991-07-13,0.685,0.597,1,-9.76,1,0.911,0.45,0.0,0.506,0.66,84.956,3
7iooLdpprGRJ5ogrvPpQ0Z,Menate Yohle,16,287373,0,"['Emma Mkwanazi', 'Aubrey Ntshalintshali', 'Patrick Mcube', 'Priscilla Lekaba']","['7JL9BAhF95nNAEOpcXK0rp', '4cDPcsUtzF7YPSw3UJJW0P', '7n6J3zMilzh6HnkJax7U9x', '4qMS9AmGAFIil1mVQmaqSj']",2000,0.364,0.589,0,-12.231,1,0.033,0.0361,0.0,0.159,0.738,86.671,4
2tmYkNNhr8vNf9qLdd8nKW,冷たい頬,36,245040,0,['SPITZ'],['5kjGRHClVacSyllOUqU1S0'],2006-03-25,0.586,0.945,0,-3.7,1,0.0311,0.0546,4.12e-06,0.237,0.636,123.099,4
3GL15bfRyuY2vJHmag38i9,A Saudade É Quem Manda,31,209147,0,['Rionegro & Solimões'],['33NrinbbEctw1wsdKNgZeZ'],1997,0.669,0.498,9,-8.174,1,0.0279,0.532,0.0,0.0817,0.617,78.808,3
4o6ja7enHrgYW8KtmjbFDM,If You Love Somebody Set Them Free - 2011 Remix,17,264867,0,"['Sting', 'Stephen Fitzmaurice']","['0Ty63ceoRnnJKVEYP0VQpk', '68M2TirMVaZSycPiVlyBZm']",2011-10-24,0.622,0.845,9,-7.908,0,0.0268,0.104,0.000727,0.0696,0.924,122.678,4
74oq1aHLd8Ae1Hszo3YWWx,You're The One - Undubbed Version,12,92173,0,['Buddy Holly'],['3wYyutjgII8LJVVOLrGI0D'],1964-05-18,0.835,0.526,4,-12.249,1,0.045,0.908,0.000159,0.152,0.966,139.458,4
4tYPrKSZJQTocvTiPkA87i,See the Sky About to Rain - 2016 Remaster,46,302040,0,['Neil Young'],['6v8FB84lnmJs434UJf2Mrm'],1974-07-16,0.424,0.311,7,-13.56,1,0.0879,0.846,0.0364,0.125,0.548,86.569,4
6HZE5do8Is8mzO8Pu7CPKj,The Wanderer,23,176533,0,['Eddie Meduza'],['3cMEiDsx9VpGvF71hUGswS'],1985,0.573,0.936,3,-2.995,1,0.0658,0.502,0.0,0.107,0.815,133.045,4
1BhApBKwuV4y3XQecGNDx6,El Trenecito,24,144667,0,"['Ana Belén', 'Miguel Bosé']","['4NOZW7dBOmBMMAG9EGQd4t', '7mWCSSOYqm4E9mB7V4ot6S']",1980-09-01,0.68,0.622,9,-13.086,0,0.0778,0.349,0.000232,0.172,0.902,180.986,4
1Q92pr5ZjhaOfNTvrjYLnE,Get The Funk Out,46,264067,0,['Extreme'],['6w7j5wQ5AI5OQYlcM15s2L'],1990-01-01,0.573,0.91,4,-7.516,1,0.0479,0.00263,0.0836,0.1,0.778,107.868,4
3QmjcVOuzR1d0FWf7MzciM,Aku Bidadari Syurgamu,57,234796,0,"[""Dato' Sri Siti Nurhaliza""]",['5d0bxRte3J74ZXyEGRL8uU'],2020-07-03,0.392,0.392,7,-7.269,0,0.0298,0.818,0.000375,0.118,0.189,89.763,4
0blzOIMnSXUKDsVSHpZtWL,We'll Be Coming Back (feat. Example),35,236413,0,"['Calvin Harris', 'Example']","['7CajNmpbOovFoOoasH2HaY', '6Vh6UDWfu9PUSXSzAaB3CW']",2012-07-27,0.6,0.954,7,-4.325,1,0.0791,0.00127,0.0,0.474,0.62,127.938,4
5KC32YrLNFpjDrjz37KIrK,Our Love Is Here To Stay,59,209960,0,['Natalie Cole'],['5tTsrGPwQRWUsHR2Xf7Ke9'],1991,0.39,0.0968,0,-14.966,1,0.0285,0.867,3.58e-06,0.0715,0.135,68.768,4
0njoGyz7YLEOqgwYP9QOwn,Roses Are Free,45,333307,0,['Phish'],['5wbIWUzTPuTxTyG6ouQKqz'],1998,0.455,0.762,3,-5.569,1,0.0275,0.729,0.00123,0.502,0.862,99.426,4
3rgjfcDzZRXKMLvB37kMsV,君のすべてに,39,264360,0,"['Spontania', 'JUJU']","['3B1Bb9rGqk3iAcn0G6V21S', '5VLVogbPeBgFHXQPZQzBej']",2008-10-01,0.675,0.856,6,-4.643,0,0.0477,0.363,0.0,0.118,0.498,97.977,4
3HRMOZk689zaR3z6NpEdfu,Moonlight Serenade - 2005 Remastered Version,53,204240,0,['Glenn Miller'],['2aAHdB5HweT3mFcRzm0swc'],1939-09-01,0.228,0.263,3,-10.12,1,0.0275,0.896,0.317,0.103,0.224,83.903,4
4FA6XqHo22u4g9T8nvLy0N,American Pie,25,514533,0,['Don McLean'],['1gRNBaI4yn6wCCTvRhGWh8'],1989-01-01,0.496,0.461,4,-11.482,0,0.0636,0.733,0.0,0.0569,0.501,138.238,4
7qn4aXFeGcjOyi7ZJNnE0U,Lágrimas amargas,47,239400,0,['Pesado'],['4BwiodzEp9Hwes5HeFjMVK'],2002-02-07,0.697,0.64,2,-7.54,1,0.0372,0.0332,0.0,0.159,0.626,134.936,4
5cKzW7DqtFvGhn89SsNgRH,Íshjartað slær,1,249847,0,['Eirikur Hauksson'],['3KNYn0ah22HXySPgPkMsrS'],1981-01-01,0.437,0.74,9,-9.235,0,0.0418,0.534,0.0,0.362,0.329,134.362,4
0jmrRnVetXvXlU6RUqnoTY,Vivere a colori,51,259360,0,['Alessandra Amoroso'],['2pjb5ffSoVTr5lRYQXlnPu'],2016-01-15,0.569,0.877,8,-3.177,1,0.189,0.236,0.0,0.116,0.29,139.818,4
1Vuva7i6K8XibDiQDeS28C,Feel The Beat (Everybody Disco),13,192387,0,['Ohio Players'],['6m30rs1IQqnWqV5nKMpU7U'],1976-10-13,0.633,0.847,9,-13.562,1,0.0571,0.000791,0.77,0.0781,0.681,126.459,4
4Fp443SLWjGl6qntbeYife,Wild Wild Water,31,258373,0,['Modern Talking'],['79bxUQsBIXO8nVLB9fYKf7'],1985,0.661,0.442,6,-15.526,0,0.0292,0.399,0.0215,0.135,0.586,96.359,4
71gyAtc84DBBI0oAHnGmPM,Celos,47,195173,0,['Junco'],['19WQtApO8bp44xVTR4D138'],2014-01-01,0.397,0.576,3,-8.349,0,0.0342,0.712,3.77e-05,0.112,0.595,152.307,4
4MbgKT6eJCLykBMLW789N2,Is It A Dream?,2,186133,0,['The Vocaleers'],['5oMIX3vxKJto485rdpTqn3'],1953,0.513,0.178,8,-12.367,1,0.0295,0.852,0.0,0.153,0.588,70.032,4
45walhYdw8NT97ekvLveWa,Mongol,9,165920,0,['Chinaski'],['5zAfxm1qJy2tnVNhRcKbGo'],1997-01-01,0.729,0.555,9,-7.124,1,0.0281,0.0731,0.0261,0.0694,0.837,97.211,3
2YvyKtXIEpQoLYtuUNp7Lg,Ghosttown,53,309880,0,"['Yung Lean', 'Travis Scott']","['67lytN32YpUxiSeWlKfHJ3', '0Y5tJX1MQlPlqiwlOH1tJY']",2014-10-23,0.529,0.529,5,-9.035,0,0.0808,0.074,5.52e-05,0.0921,0.145,126.762,4
5UiXHbXzZgluXECWBI7SZq,Disini Aku Rindu Disana Kau Bercumbu,38,306135,0,['Nia Daniaty'],['1freizSDolBV4AwUXYmufs'],1997-07-01,0.494,0.409,0,-9.748,1,0.0318,0.107,0.0028,0.241,0.479,105.115,3
6Lu3H89JgTh2QzGRnZqYku,"Whatever We Had, We Had",22,639600,0,['Barry White'],['3rfgbfpPSfXY40lzRK7Syt'],1994-01-01,0.464,0.242,2,-14.662,1,0.0363,0.171,1.62e-05,0.0704,0.0785,150.096,3
3MbOFeHBdl92gIS33ZGQjK,Lejos de Ti,43,165373,0,['Julio Jaramillo'],['6HqPNOo6OV9rPbEY7MP9T8'],2006-03-15,0.637,0.338,9,-6.855,0,0.0372,0.771,0.000166,0.1,0.403,95.367,4
3MVr7KeWF6kf4znJMwiEnx,This Magic Moment,40,182800,0,['Jay & The Americans'],['0DAqhikcMKLo2lPADVz2fs'],1964,0.517,0.533,0,-11.053,1,0.0306,0.539,1.97e-05,0.164,0.769,126.229,4
0ZZpKuVnFhp4qJxEXAgm31,Say It Like You Mean It,3,192693,0,['Shoes'],['1SyCQtKtDtMfJBBKGm0A8B'],2012,0.781,0.634,9,-8.6,1,0.0329,0.0742,2.64e-06,0.226,0.961,123.016,4
22GEETI4LXhhePCO71PyEv,Bulletproof,59,177048,0,['Godsmack'],['6gZq1Q6bdOxsUPUG1TaFbF'],2018-04-27,0.362,0.915,5,-3.244,0,0.181,0.000181,0.0,0.166,0.603,162.226,4
0yEltITpMTmy0TshxXT8d2,La spagnola,5,200400,0,"['Vincenzo Di Chiara', 'Mario Lanza', 'Constantine Callinicos']","['58Cb9c5gWwIy38BlelBDIq', '6umNMJq7B8UdOVmwPV6PRL', '5q4QWdLMfB8Rxb3UwW8Pd2']",1949,0.257,0.358,5,-8.386,1,0.0375,0.981,0.0593,0.165,0.345,171.536,4
1Jy9T9TKNbUcJCFnCTnG2V,Frescura Antigua,28,192672,0,['Los Jaivas'],['750f5Yoi20mYBe2EoVqWiT'],1977-03-30,0.328,0.498,7,-13.351,1,0.0465,0.656,0.949,0.223,0.429,92.623,4
24ZTWox5bsZlAoTbrUugtL,カルアミルク,22,318400,0,['Bank Band'],['5kbHObZlWoViBhC3p4EvZo'],2004-10-20,0.638,0.548,7,-8.142,1,0.0264,0.647,0.0,0.11,0.337,96.928,4
5rhqIcOOFzsDPm4dOWJHCh,Ja a Moje Ženy,34,187258,0,['Sima'],['7gQ6tkspAoOOoDaCuVcSwH'],2018-12-16,0.885,0.708,9,-6.432,1,0.104,0.383,0.0,0.0694,0.677,119.964,4
5xLDmkobOw674TLTBBmnuN,I Get Lonely,59,317560,0,['Janet Jackson'],['4qwGe91Bz9K2T8jXTZ815W'],1997-10-07,0.799,0.514,7,-6.794,0,0.0478,0.291,0.0,0.518,0.455,125.104,4
0zsKpQrofq6ADUJCcB8ixb,Almost Persuaded,12,188000,0,['Lefty Frizzell'],['05pAwLhsutiuj6gerEwGvU'],1952-02-01,0.496,0.254,2,-14.153,1,0.0274,0.902,0.00218,0.0983,0.396,81.845,3
5yYz4EOKMjlmaB8OBjc58u,And The Grass Won't Pay No Mind,42,217822,0,['Neil Diamond'],['7mEIug7XUlQHikrFxjTWes'],1969-01-01,0.496,0.34,0,-13.838,1,0.0291,0.775,0.00802,0.0708,0.506,113.472,4
1WrHtrQwq3fBRyq6LbObJO,ผู้ชายคนนี้กำลังหมดแรง,33,277000,0,['Aof Pongsak'],['3wkt8lIJGhuZ1vl47UPkjb'],2010-07-30,0.626,0.292,0,-9.348,1,0.0326,0.847,1.73e-06,0.182,0.228,119.95,4
0NByfOtKge32j77jYtU1az,Hallelujah,48,256947,0,['Axel Rudi Pell'],['7dWw3TXxNe2aEhng9vVRNl'],2011-09-23,0.13,0.505,1,-6.258,0,0.0313,0.00256,0.0,0.0926,0.0611,181.546,3
2570xfxF1lwdFIgDLPT8m8,"Chant grégorien de pâques, la semaine sainte : Crucem tuam",0,104973,0,"['Anonymous', 'Chorale des Pères du Saint-Esprit du Grand Scolasticat de Chevilly']","['4kCZ5nyurc9eIqLJfUcW0Y', '7K4bO1W0zaxO3n4OUBeQUA']",1954,0.175,0.0406,10,-22.845,0,0.043,0.988,6.67e-05,0.121,0.0848,172.476,5
7D5vAulNfrQV6xEwzgH0OF,Sterrenstof,62,220947,1,['De Jeugd Van Tegenwoordig'],['1u7uShzlA1tXJeox3jMFPq'],2010-01-01,0.714,0.79,5,-3.757,0,0.109,0.317,1.27e-05,0.198,0.904,97.012,4
6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,75,174000,0,['Nina Simone'],['7G1GBhoKtEPnP86X2PvEYO'],1965-06-01,0.399,0.326,7,-9.239,0,0.0386,0.864,0.0,0.191,0.546,79.206,4
0byYmD6r51mEjIesiyjKPX,When The Night Comes,28,287947,0,['Joe Cocker'],['3pFCERyEiP5xeN2EsPXhjI'],1989-01-01,0.523,0.786,1,-4.712,1,0.0274,0.103,0.000402,0.399,0.445,82.007,4
3geS1mV0vtfPt30EwEmiQn,Uzoyimela,39,195429,0,"['Emtee', 'Gwamba']","['6U3gCOvxVWKBxXItqp3mdr', '6hROVnzmmEdJChCcpQRBQx']",2021-04-09,0.757,0.605,4,-8.593,0,0.084,0.205,0.0,0.0845,0.79,139.98,4
1R6SyJ265kkHZcToA7csTl,Mansion of Aching Hearts,0,161173,0,['Barbershop Balladeers'],['2nQ2vxRl32zj3m6rrf1Iqd'],1950-08-01,0.362,0.269,2,-14.529,0,0.0815,0.966,0.0,0.208,0.215,130.799,3
2KhD9somM0NUFV4guSFWCC,Ma Éjjel,24,203893,0,"['L.L. Junior', 'Desperado']","['3cG03cMdrtBCrmM0843f9O', '5k5Tv6n7P2ki7PDFSosGZd']",2012-06-01,0.745,0.895,8,-4.655,1,0.0592,0.12,0.0,0.364,0.822,128.049,4
421JL88eYQqTCwEmsNmmXj,Cuando el Sol Salga Al Revés,56,187760,0,"['Sergio Vega ""El Shaka""']",['5YNi3BopLa4XtYRtzML80L'],2007-10-22,0.676,0.504,5,-3.905,1,0.0386,0.467,0.0,0.276,0.75,130.439,4
0W4o1EsPhlJSIedieXfJVV,He Tells Himself He's Happy,20,308133,0,['Michael Franks'],['0AVE7rDx4X9w0pW1XlN1om'],1980,0.775,0.226,5,-19.255,1,0.0337,0.157,0.0516,0.0388,0.837,81.842,4
5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,76,242680,0,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2011-11-18,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,4
7mCLaUuYlIJ5BH7fOu4hrv,Elsker Du Meg,16,258453,0,['Sigvart Dagsland'],['29L5k8hE8bAaRJpj13SmyA'],1990-10-02,0.342,0.0476,0,-19.494,1,0.0344,0.911,3.07e-06,0.0683,0.147,80.679,4
2zjWioNUL12eB8sRpRVejY,Last Chance,0,215800,0,['Frankie Goes To Bollywood'],['2huvYJXFgsFwlkWJagOeTU'],1934,0.763,0.529,0,-15.049,1,0.0427,0.863,0.73,0.12,0.614,116.322,4
0LaFg7YyQMaHkWyj497YLI,Rumba Frenesi,64,311387,0,['Grupo Kual?'],['4r880LQXdnpTflv3uqV4kX'],2019-02-01,0.567,0.704,8,-7.425,0,0.045,0.0702,0.0,0.0951,0.666,184.237,4
6uBu3SWvgEDafiZB1X11CG,"Milonga En Do, Canto Menor",12,267053,0,['Alfredo Zitarrosa'],['4xQFKlQXtzYxfZOnk799m2'],1979-04-18,0.708,0.113,0,-19.749,0,0.0481,0.939,0.0979,0.11,0.375,107.638,4
0JNVThCa4KLngUcpBZAUrM,La Silla Vacía,33,152173,0,['Gerardo Reyes'],['2HdTW6TLACOcKKsUaRdP0e'],1965,0.479,0.403,9,-12.443,1,0.0516,0.572,0.0,0.216,0.727,124.007,3
4rv1jp6hpClFAl8cceweNZ,¡Ay! Esperanza,11,175720,0,['Orquesta Broadway'],['0SZebmOAuUrAEf10V0XwMt'],1972-01-01,0.667,0.537,7,-7.091,1,0.0467,0.14,0.000348,0.0692,0.778,85.835,4
1PST0fvokgQj3Q7bQeZAI7,Jag vill inte va' (som alla andra),28,126600,0,['Noice'],['1TVoFA7SMYs6AG3u83FP69'],1979-01-01,0.329,0.676,9,-10.033,1,0.0895,0.219,0.0,0.078,0.48,165.42,4
0IrrSsXvVYQs0tW9fbWbQ2,Ese Beso Que Me Has Dado - Remasterizado,32,301813,0,['Hernaldo Zuniga'],['42vpZLi12oBjp8MuFFkirS'],1980-01-16,0.419,0.374,3,-12.538,1,0.0468,0.834,0.000455,0.134,0.237,146.886,4
2pcM2LIViO6k1FyzG2WU9N,Groovin' Is Easy,24,183533,0,['The Electric Flag'],['6qyfxCyE6JsPkcGVIOPpyl'],1968,0.263,0.819,7,-5.158,1,0.038,0.426,7.35e-06,0.677,0.917,199.743,4
7EEQZ723pwuRob7cqVjWIU,PAIN - Happy New Year Acoustics! IN 九段教会 2018.01.27,1,302008,0,['moumoon'],['2lXdBKdqczUqxZlQxqTaFF'],2019-05-15,0.557,0.363,5,-9.114,1,0.0411,0.916,0.0,0.692,0.363,74.512,4
6fzcYViF8iRCXLOOp0BffJ,In Time,41,310040,0,['Robbie Robb'],['4q0XHuiCZlPuoTTRiebfDZ'],1989-02-17,0.593,0.494,7,-14.75,1,0.0289,0.0757,8.07e-05,0.0644,0.422,107.83,4
4WahcPtvH94otMRn2STife,אין לך מה לדאוג,3,187800,0,['Uzi Fuchs'],['5OAPEflbs4te93qNno9pDU'],1974-01-01,0.774,0.61,11,-10.073,0,0.0355,0.269,0.0,0.206,0.962,103.828,4
3wYUgt3Cg96UmoJ1OIXoi2,Ae Phansa,11,278000,0,['Lata Mangeshkar'],['61JrslREXq98hurYL2hYoc'],1973-12-01,0.504,0.463,6,-15.311,1,0.144,0.955,0.093,0.285,0.794,113.612,4
6KrqrY4tKz10qZFx1b2xyc,HAYATOCHI-REMIX,26,250240,0,['Hikaru Utada'],['7lbSsjYACZHn1MSDXPxNF2'],2001-03-28,0.728,0.787,5,-5.813,1,0.0486,0.0244,0.2,0.238,0.709,100.061,4
4OC0Qt3QyAP3prOpJMpW7q,"The Big Sleep In Search Of Hades (7"" Single Edit) - 2011 Remaster",5,200868,0,['Tangerine Dream'],['1BGN1IdyiSR0ZYrkoKNchl'],1978,0.364,0.204,2,-16.842,0,0.0377,0.818,0.961,0.136,0.209,139.545,4
2YDZ9UrAuUsLPreezYKcVJ,In The Wild - 2005 Remaster,20,190693,0,['Hoodoo Gurus'],['7HZQqtnOYmjJl8XAB3Vg8y'],1985,0.403,0.974,9,-3.197,1,0.0593,2.15e-05,0.0183,0.144,0.53,81.224,4
4bk3hxR4FqpcOs371G6sia,長城,12,293000,0,['Beyond'],['4F5TrtYYxsVM1PhbtISE5m'],1996-05-17,0.478,0.589,2,-12.47,1,0.0356,0.38,6.03e-05,0.594,0.127,80.378,4
0B3FovCVaGKS5w1FTidEUP,BROWN SKIN GIRL,69,248472,0,"['Blue Ivy', 'SAINt JHN', 'Beyoncé', 'WizKid']","['3XV0lFzNs8BCTwhJTcMiBr', '0H39MdGGX6dbnnQPt6NQkZ', '6vWDO969PvNqNYHIOW5v0m', '3tVQdUvClmAT7URs9V3rsp']",2019-07-19,0.603,0.602,6,-7.083,1,0.23,0.049,0.0,0.279,0.595,119.703,5
3zmLoim2gRQ8UK4pIKOi7z,Gorgar,27,236387,1,['Helloween'],['4pQN0GB0fNEEOfQCaWotsY'],1985,0.226,0.919,4,-7.605,0,0.128,5.11e-05,0.00239,0.0468,0.344,142.562,4
2XQwrDKLpablQd2UA3qki5,Sex and Outrage,26,128160,0,['Motörhead'],['1DFr97A9HnbV3SKTJFu62M'],1982-04-17,0.349,0.989,1,-5.403,1,0.129,0.00249,0.000487,0.214,0.227,134.901,4
55A65mqIjj6s6o0eiq4v9P,"Quintette à cordes No. 5 in D Major, K. 593: III. Menuetto (Allegretto) - Trio",0,288800,0,"['Wolfgang Amadeus Mozart', 'Cecil Aronowitz', 'Amadeus Quartet']","['4NJhFmfw43RLBLjQvxDuRS', '01XdKr0ASnvtev6y4AvsY5', '76P71z1u6vn8zfQuDtnY7I']",1938,0.3,0.12,2,-15.98,1,0.0481,0.966,0.48,0.197,0.529,168.647,3
7uM7YZwNZqdDMG0NfGhmux,"Jennie (feat. R. City, Bori)",62,184231,0,"['Felix Jaehn', 'Bori', 'R. City']","['4bL2B6hmLlMWnUEZnorEtG', '712InoSIIy6pB9rCV2R5id', '4TH4BHy0LdBi3dpBW4P2UX']",2018-02-16,0.799,0.798,11,-5.407,1,0.183,0.0856,0.0,0.0808,0.594,118.071,4
61fUybL3XS40gcffnnNPoX,One Step Closer,55,157333,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],2000-10-24,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4
2TMRSTNgG7eAhEBgz3ZE9t,Eskici,21,320627,0,['Hakan Taşıyan'],['3Q4vUSwEp9P7ussNXBpHbZ'],1998-02-20,0.323,0.526,11,-9.203,0,0.0568,0.587,1.03e-05,0.379,0.405,99.676,4
5RlsSt263xeZXUx9e73z5p,No Te Animás A Despegar,41,244427,0,['Charly García'],['3jO7X5KupvwmWTHGtHgcgo'],1984-01-01,0.512,0.464,7,-10.728,0,0.0359,0.018,0.044,0.0626,0.0387,64.889,4
0tI4Q3wsIQwmQyC8HXQnOs,Con La Luna Llena (Con Melendi),36,217693,0,"['Los Chunguitos', 'Melendi']","['5dRk8JyA2Tg9wL0iiTqbVu', '1EXjXQpDx2pROygh8zvHs4']",2004,0.658,0.865,1,-7.489,0,0.0635,0.662,0.0,0.0794,0.769,163.972,4
7yGI9g1BxepeVIH90FH89F,"Mozart: Le nozze di Figaro, K. 492, Act 2: ""Voi, che sapete che cosa è amor""",1,163467,0,"['Wolfgang Amadeus Mozart', 'Herbert von Karajan', 'Sena Jurinac', 'Wiener Philharmoniker']","['4NJhFmfw43RLBLjQvxDuRS', '5zCaQxjl110XTrm4LQ1CxY', '4HyePwt8gMte15WjBxCOsH', '003f4bk13c6Q3gAUXv7dGJ']",1952,0.383,0.183,10,-15.932,1,0.0574,0.972,0.000561,0.209,0.294,120.423,4
1d1Gv9MzyMNM7Sw4ZOKkYi,No Sabes Cuánto Te He Querido,31,142896,0,['Nauta'],['5rqD5wjrDRvkmDAsX2ej5I'],1999-05-05,0.616,0.425,4,-9.939,1,0.0371,0.924,6.79e-05,0.112,0.38,99.486,3
6tFrZGS8kEBbdmt0urX7zD,Brown Eyes and All the Rest,27,245480,0,['Carnival Youth'],['1OZcpETfzoPuEHJN5Y9qUc'],2014,0.603,0.541,5,-7.447,0,0.03,0.183,0.00173,0.126,0.318,121.039,4
2d5RoUj2mvnUBfmrGwcPcC,"Tu, Tu",19,171973,0,"['Hana Zagorová', 'Stanislav Hložek', 'Petr Kotvald']","['4cFceELvzYd8CJBtN6WCBV', '4j4l5y862CZaGzpPt7ZJR2', '0JaI0aAFEFfEcFk5mLAFbP']",1994-01-01,0.811,0.468,2,-14.403,1,0.244,0.16,2.5e-05,0.346,0.899,89.547,4
3eUhfanL9kEmpIPeGBl1yW,Powerful,63,206327,0,"['Major Lazer', 'Ellie Goulding', 'Tarrus Riley']","['738wLrAtLtCtFOLvQBXOXp', '0X2BH1fck6amBIoJhDVmmJ', '4frHO7KPcfMjhnVdIMJ98c']",2015-11-27,0.598,0.792,11,-4.043,0,0.0478,0.121,0.0,0.158,0.732,97.479,3
39GvWlUAF4Y3qzboUyvBkg,Candy Pop,58,202010,0,['TWICE'],['7n2Ycct7Beij7Dj7meI4X0'],2018-01-12,0.599,0.943,0,-1.457,1,0.0894,0.177,2.6e-05,0.141,0.84,174.059,4
4ml7hnH3FtGeUDMhzVmnrj,Tel Me,57,199707,1,"['Jul', 'Ninho']","['3IW7ScrzXmPvZhB27hmfgy', '6Te49r3A6f5BiIgBRxH7FH']",2019-06-28,0.841,0.668,11,-6.802,0,0.16,0.366,1.28e-05,0.103,0.736,73.991,4
6AMCetisD66nVEBWLLtbRK,Tu peus pas me fair ce,0,165200,0,['The Ally Boys of Abbeville'],['7B85w2JA2XFENVRcwdOgNp'],1928,0.532,0.38,2,-11.139,1,0.0799,0.959,2.57e-05,0.281,0.884,212.298,4
75uKJByjr6KihYKfqWO9vD,A Fig For A Kiss/ Poll/Ha'penny/Merry Sisters,25,294867,0,['Matt Molloy'],['6VkQhuElcM8DuGQmBmyx8m'],1996-01-01,0.242,0.382,11,-14.46,1,0.0566,0.971,0.93,0.124,0.555,73.719,4
0x24oAMezB5ZrpwfVKowXo,Help Me Make It Through the Night,24,209300,0,"['Mats Rådberg', 'Elisabeth Andreassen']","['5kPv9CTpuLRg4Lt7QvxxPD', '6Fn3e6ZtmKtAl9wQ6Y9Fbc']",1980,0.522,0.41,2,-9.763,1,0.0241,0.478,3.47e-06,0.224,0.397,83.829,4
4Xt6do7xmBqVEs1G6vkPlh,Il fait trop beau pour travailler,34,140173,0,['Les Parisiennes'],['5pUSLCL3Tsju3SPCEYsr2H'],1992-01-01,0.644,0.651,9,-10.656,0,0.0372,0.686,0.0,0.158,0.978,140.415,4
4o9k3xu1GXGQSA6PIrpIZH,Chuba Chuba,40,184000,0,"['Tupla W', 'Tupe']","['7F78b8yOU6hCoJTYARgIEq', '4yJlK8mRoESpFoPq3sOAi5']",2019-12-19,0.886,0.625,1,-8.351,1,0.268,0.342,0.0,0.469,0.485,120.037,4
4c0IaYoW94OEFhJE40zcQb,TV Dinners - 2008 Remaster,43,230573,0,['ZZ Top'],['2AM4ilv6UzW0uMRuqKtDgN'],1983-03-23,0.77,0.66,2,-4.441,1,0.0278,0.048,0.138,0.324,0.619,100.092,4
1PXrYVQpOUDWo8NZDTSifY,"Minha Teimosia, Uma Arma Pra Te Conquistar",41,161373,0,['Jorge Ben Jor'],['5JYtpnUKxAzXfHEYpOeeit'],1974-01-01,0.635,0.729,8,-12.967,1,0.0464,0.525,1.73e-06,0.226,0.972,140.547,4
6nfqyVSVIL4YnIh5S7fG8Y,Nasty Gal,39,277560,0,['Betty Davis'],['5Ryxgm3uLvQOsw4H5ZpHDn'],1975,0.793,0.585,6,-7.732,1,0.0769,0.0539,3.76e-05,0.434,0.962,134.605,4
5TlSLmMmPjwnuDA7bIxbfa,Crazy Remix,29,238028,0,"['Pritam', 'Sunidhi Chauhan', 'Sameer']","['1wRPtKGflJrBx9BmLsSwlU', '3eDT9fwXKuHWFvgZaaYC5v', '77FVRdtArPbwxygmW5dTsa']",2006-10-19,0.725,0.892,11,-7.413,0,0.0628,0.00663,8.69e-05,0.625,0.682,110.025,4
092ijZhgv7icMhzMst6i3U,情如葉垂千萬縷,9,153333,0,['張德蘭'],['5aPGAChoe34CdQqwDeRKrk'],1980-01-01,0.557,0.408,2,-8.608,1,0.0304,0.576,0.0,0.124,0.556,106.587,4
